index,top_ten_hashtags,date
358,"[('COVID19', 29), ('covid', 10), ('Covid', 8), ('covid19', 8), ('coronavirus', 7), ('Covid_19', 5), ('lockdown2021', 4), ('events', 4), ('lockdown', 4), ('SarahEverard', 4)]",2021-03-13
359,"[('COVID19', 37), ('Covid_19', 11), ('MothersDay2021', 6), ('COVID', 6), ('Covid19', 6), ('NHS', 5), ('covid', 4), ('ReclaimTheStreets', 4), ('CovidVaccine', 4), ('Covid', 3)]",2021-03-14
360,"[('COVID19', 28), ('Covid_19', 27), ('covid19', 10), ('AstraZeneca', 9), ('lockdown', 6), ('Covid19', 6), ('coronavirus', 4), ('Covid', 4), ('SarahEverardvigil', 3), ('COVIDVaccination', 3)]",2021-03-15
361,"[('COVID19', 38), ('Covid_19', 28), ('Covid', 10), ('vaccine', 9), ('Covid19', 6), ('covid19', 6), ('AstraZeneca', 6), ('coronavirus', 6), ('COVID', 5), ('Lockdown', 4)]",2021-03-16
362,"[('COVID19', 58), ('covid', 11), ('covid19', 10), ('vaccine', 7), ('CovidVaccine', 6), ('Covid_19', 6), ('coronavirus', 6), ('AstraZenaca', 4), ('Pfizer', 4), ('lockdown', 4)]",2021-03-17
363,"[('COVID19', 63), ('CovidVaccine', 16), ('vaccine', 13), ('coronavirus', 11), ('Covid', 10), ('COVID', 8), ('covid', 7), ('vaccineshortage', 7), ('AstraZeneca', 6), ('Covid19', 6)]",2021-03-18
364,"[('COVID19', 48), ('covid', 8), ('NHS', 6), ('COVID', 5), ('CovidVaccine', 5), ('lockdown', 4), ('covid19', 4), ('Covid19', 4), ('fridaymorning', 3), ('NHSCovidVaccine', 3)]",2021-03-19
365,"[('COVID19', 57), ('Covid19UK', 12), ('vaccine', 11), ('covid', 10), ('covid19', 8), ('Capitalism', 7), ('lockdown2021', 7), ('lockdown', 6), ('charlatan', 6), ('snakeoilpeddler', 6)]",2021-03-20
366,"[('COVID19', 52), ('covid19', 22), ('covid', 20), ('coronavirus', 19), ('Covid', 18), ('Covid19', 11), ('lockdown', 11), ('COVID19Vaccine', 9), ('NHS', 8), ('COVID', 7)]",2021-03-21
367,"[('COVID19', 141), ('coronavirus', 30), ('Covid', 30), ('Covid19', 29), ('covid19', 24), ('covid', 22), ('lockdown', 19), ('COVID', 14), ('NHS', 13), ('COVIDー19', 10)]",2021-03-22
368,"[('COVID19', 140), ('DayOfReflection', 84), ('nationaldayofreflection', 43), ('covid19', 39), ('covid', 38), ('FindingDerek', 38), ('Covid19', 36), ('OneYearOn', 28), ('COVIDー19', 22), ('coronavirus', 21)]",2021-03-23
369,"[('COVID19', 147), ('coronavirus', 30), ('covid', 28), ('covid19', 21), ('Covid', 19), ('Covid19', 18), ('COVID', 15), ('lockdown', 15), ('ProtectEveryone', 11), ('NHS', 11)]",2021-03-24
370,"[('COVID19', 141), ('COVID', 34), ('covid19', 33), ('coronavirus', 31), ('covid', 25), ('Covid', 16), ('Covid19', 14), ('NHS', 13), ('bbcqt', 13), ('CovidVaccine', 10)]",2021-03-25
